Tm;Player;Age;PER;points;rebounds;assists;steals;blocks
NYK;Patrick Ewing;32;97;17.4;14.4;1.2;4.1;
ORL;Anfernee Hardaway;23;56;6.6;28.5;2.3;0.6;
SEA;Detlef Schrempf;32;51;10.5;16.4;1.6;0.9;
UTA;John Stockton;32;81;5.5;52.6;3.5;0.6;
LAC;Pooh Richardson;28;74;5.4;34.1;2.3;0.3;
SAS;Sean Elliott;26;61;5.7;11.3;1.4;0.9;
HOU;Hakeem Olajuwon;32;40;15.6;17.2;2.4;5.9;
CLE;Chris Mills;25;84;8.1;9.7;1.2;1;
LAL;Vlade Divac;26;3;16.3;18;2;4.3;
IND;Derrick McKey;28;84;8.5;16.2;2.4;1.4;
BOS;Dee Brown;26;47;5.1;16.7;2;1.2;
GSW;Latrell Sprewell;24;77;5.1;16;2;1.1;
MIN;Christian Laettner;25;62;13.6;15.5;1.9;2.4;
SAC;Walt Williams;24;70;7.3;19.3;2.3;1.7;
CHH;Hersey Hawkins;28;90;6.8;15.3;2.4;0.5;
POR;Clifford Robinson;28;73;8.8;12.2;1.5;2.2;
NYK;John Starks;29;43;4.7;25.1;1.8;0.1;
MIL;Todd Day;25;4;7.1;8.3;2;1.7;
NYK;Derek Harper;33;24;4.2;26.7;1.5;0.3;
UTA;Jeff Hornacek;31;37;4.9;20.1;2.5;0.5;
ORL;Horace Grant;29;57;15.2;8.9;1.4;2.2;
NJN;Kenny Anderson;24;18;5.1;43.1;2;0.4;
PHO;A.C. Green;31;16;14.3;6.5;1;0.8;
SEA;Shawn Kemp;25;99;19.8;8.8;1.9;3.5;
DET;Grant Hill;22;61;9.7;22.5;2.4;1.7;
DAL;Jason Kidd;21;15;8.7;33.2;2.9;0.6;
IND;Reggie Miller;29;13;4.8;16.1;2;0.5;
WSB;Calbert Cheaney;23;57;7;11;1.5;0.6;
MIN;Isaiah Rider;23;31;5.8;18.7;1.4;0.7;
CLE;Hot Rod Williams;32;8;12;13.2;1.8;3.1;
CHH;Muggsy Bogues;30;89;5.8;40.3;2.1;0;
ATL;Steve Smith;25;20;6;17.3;1.2;0.9;
ORL;Nick Anderson;27;23;7.4;17.4;2.4;0.6;
CHI;Toni Kukoc;26;50;10;23.4;2.1;0.5;
ATL;Grant Long;28;69;13.4;7.9;2.2;1;
CHI;B.J. Armstrong;27;56;4.3;14.7;1.7;0.2;
LAC;Lamond Murray;21;39;8.1;8.7;1.4;1.6;
DET;Joe Dumars;31;89;3.6;23.7;1.5;0.2;
SAC;Olden Polynice;30;90;16.7;4;1;1.5;
DET;Terry Mills;27;3;13;10.4;1.4;1;
CLE;Bobby Phills;25;63;6.6;12.9;2.6;0.8;
NYK;Anthony Mason;28;59;15.3;15;1.5;0.6;
NJN;Armen Gilliam;30;61;13.6;7.2;1.4;2.5;
NJN;P.J. Brown;25;17;10.8;8.6;1.5;3.8;
SAC;Spud Webb;31;15;4.1;29.8;1.6;0.2;
BOS;Dominique Wilkins;35;84;9.5;11.5;1.3;0.4;
POR;Buck Williams;34;54;15.6;4.7;1.4;2.1;
MIN;Sean Rooks;25;4;12.4;6.9;0.6;2.2;
IND;Mark Jackson;29;30;7.7;39.2;2.3;0.5;
CLE;Tyrone Hill;26;38;19.9;4.2;1.3;1.4;
DAL;Popeye Jones;24;41;19.1;10.5;0.7;0.8;
DAL;Lorenzo Williams;25;26;15.6;6.9;1.1;4.3;
PHO;Charles Barkley;31;93;18.2;18.9;2.3;1.4;
IND;Rik Smits;28;4;15.3;9;0.9;2.6;
PHI;Shawn Bradley;22;15;16.2;3.7;1.2;8.5;
ATL;Stacey Augmon;26;54;9.1;14.3;2.3;1.5;
SAS;Vinny Del Negro;28;27;4.6;14.6;1.3;0.4;
SEA;Sam Perkins;33;80;10;8.3;1.5;1.5;
WSB;Juwan Howard;21;90;13.4;11.6;1.1;0.5;
IND;Dale Davis;25;26;17.9;4;1.6;3.8;
ATL;Andrew Lang;28;80;11.3;5;1;4.6;
DEN;Bryant Stith;24;3;6.9;10.2;2.1;0.6;
MIN;Doug West;27;3;6;14.3;1.5;0.8;
GSW;Tim Hardaway;28;57;4.5;40;1.9;0.4;
BOS;Eric Montross;23;86;14.1;2.3;0.6;1.8;
MIA;Kevin Willis;32;98;17.7;6.1;1.3;1.1;
MIA;Billy Owens;25;92;12.8;17.3;1.8;1;
SAC;Brian Grant;22;69;15.2;7.4;1.1;3.8;
POR;Rod Strickland;28;22;7.9;39.9;2.8;0.3;
POR;Chris Dudley;29;66;19.2;2.1;1;4.2;
MIA;Bimbo Coles;26;48;5.1;27.9;2.3;0.5;
DEN;Reggie Williams;30;43;9;17.6;2.7;2.2;
MIL;Eric Murdock;26;21;6;37;2.7;0.4;
NYK;Charles Smith;29;64;8.8;9.4;1.2;3.3;
BOS;Dino Radja;27;54;15.4;8.7;1.4;2.7;
DEN;Rodney Rogers;23;93;10.8;12.5;2.3;1.6;
NJN;Chris Morris;29;49;10.3;12;2.1;1.7;
LAC;Tony Massenburg;27;24;12.6;4.9;1.1;2;
SEA;Kendall Gill;26;93;8.1;13.9;2.8;1;
NJN;Derrick Coleman;27;46;15.4;15.8;0.9;3.1;
DEN;Mahmoud Abdul-Rauf;25;74;3.9;23;1.9;0.3;
WSB;Scott Skiles;30;21;4.4;32.4;1.7;0.2;
LAL;Elden Campbell;26;38;11.9;6.8;1.7;4.4;
HOU;Robert Horry;24;71;9;15.2;2.3;2.5;
SEA;Nate McMillan;30;67;8.7;27;4;2;
WSB;Chris Webber;21;85;14.4;21.5;2;2.9;
MIL;Marty Conlon;27;31;12.4;9;1.1;0.6;
BOS;Sherman Douglas;28;19;4.8;34.9;2;0.1;
PHI;Sharone Wright;22;66;13.5;4.1;1;3.7;
CLE;Michael Cage;33;77;17.3;4.5;1.7;2.6;
HOU;Vernon Maxwell;29;65;4.6;20.7;1.9;0.4;
SAS;Chuck Person;30;34;7.2;7.9;1.1;0.4;
HOU;Kenny Smith;29;81;4.4;24.1;1.8;0.3;
LAL;Cedric Ceballos;25;24;12.6;8.9;1.5;0.6;
CHH;Scott Burrell;24;60;10.8;12.6;2;1.4;
DEN;Dale Ellis;34;36;6.7;4.8;1;0.3;
DET;Allan Houston;23;42;4.9;14.3;1.6;0.5;
DAL;Jim Jackson;24;90;7.1;17;0.7;0.4;
LAL;Eddie Jones;23;45;7;9.9;3.3;1.4;
PHO;Elliot Perry;25;32;4.4;28.8;3.9;0.1;
CLE;Terrell Brandon;24;3;5.9;35.8;3.1;0.6;
MIA;John Salley;30;27;10.1;9.1;1.2;3.3;
MIN;Winston Garland;30;12;5.3;26.7;1.9;0.5;
HOU;Mario Elie;31;58;5.9;14.8;1.7;0.4;
MIL;Johnny Newman;31;65;5.5;7.5;1.9;0.5;
HOU;Sam Cassell;25;16;6.4;32.3;2.5;0.5;
ATL;Ken Norman;30;98;11.2;9.2;1;0.8;
UTA;David Benoit;26;100;12.5;4.7;1.3;2.1;
ORL;Donald Royal;28;2;8.7;14.2;1.2;0.6;
CHI;Steve Kerr;29;62;3.8;12.4;1.2;0.1;
ORL;Brian Shaw;28;25;7.5;29;2;0.7;
PHO;Wesley Person;23;30;6.4;8.6;1.3;1;
DEN;Jalen Rose;22;84;7.2;33.3;1.9;0.9;
PHI;Scott Williams;26;25;15.9;5.3;2.1;1.7;
DET;Rafael Addison;30;95;8;9.9;1.5;1;
LAC;Terry Dehere;23;91;5;20.7;1.3;0.3;
POR;Harvey Grant;29;66;9.1;7.1;1.6;2.2;
MIL;Lee Mayberry;24;14;2.8;23.9;1.5;0.2;
SAC;Michael Smith;22;54;16.3;6.1;1.8;2.1;
GSW;Keith Jennings;26;22;4.8;31;2.7;0.1;
SEA;Vincent Askew;28;27;6.2;14.8;1.4;0.6;
WSB;Gheorghe Muresan;23;33;16.3;3.5;1.4;5.2;
CHH;Dell Curry;30;78;5.8;11.5;1.7;0.8;
MIA;Matt Geiger;25;84;14.1;5;1.2;2.3;
WSB;Doug Overton;25;58;4.8;21.3;1.6;0.1;
NYK;Hubert Davis;24;6;3.8;15.2;1.1;0.5;
DAL;Lucious Harris;24;88;7;12.1;1.7;0.6;
UTA;Antoine Carr;33;100;9.9;6.2;0.7;3.3;
LAC;Bo Outlaw;23;47;11.1;7.6;2.8;6.7;
LAC;Malik Sealy;24;34;7.8;11.3;2.3;1.1;
NJN;Benoit Benjamin;30;82;15.1;4.2;0.7;2.8;
CHI;Will Perdue;29;40;19.4;8.8;0.9;2.7;
SAS;Dennis Rodman;33;62;29.7;8.5;1;1;
NYK;Charles Oakley;31;26;16.7;12.7;2;0.3;
SAS;J.R. Reid;26;75;14.2;5.1;1.9;1.4;
PHI;Willie Burton;26;84;6.1;10.4;1.1;0.9;
LAL;Anthony Peeler;25;5;6;12.2;1.7;0.6;
DET;Oliver Miller;24;34;17.8;9.5;2;5.5;
WSB;Mitchell Butler;24;33;6.3;8.8;2;0.5;
DET;Mark West;34;46;15.5;1.8;0.9;4.9;
POR;James Robinson;24;43;4.8;18;1.6;0.6;
CHI;Ron Harper;31;54;6.9;15.3;3.3;1.3;
IND;Byron Scott;33;32;6;12.2;2.1;0.7;
PHO;Danny Manning;28;40;10.5;16.4;1.4;2.8;
ORL;Dennis Scott;26;5;5.6;12.9;1.5;0.6;
GSW;Clifford Rozier;22;81;18;4.4;1.1;1.8;
GSW;Chris Gatling;27;81;16.7;5.9;1.3;2.4;
WSB;Rex Chapman;27;94;4.4;13.9;2.3;0.7;
MIA;Khalid Reeves;22;55;7.5;30.2;2.7;0.5;
NJN;Rex Walters;24;59;3.5;14.2;1.3;0.8;
BOS;Xavier McDaniel;31;2;12.1;12;1.1;1;
POR;Clyde Drexler;32;23;9.3;24.2;2.7;1.2;
ATL;Tyrone Corbin;32;83;11;8;2.1;0.9;
LAL;Sedale Threatt;33;76;5;26.8;2;0.6;
BOS;David Wesley;24;11;4.9;27.2;3;0.4;
IND;Sam Mitchell;31;37;10.7;7.3;1.7;1.1;
CLE;Mark Price;30;74;5.1;48;1.4;0.2;
PHO;Danny Ainge;35;16;4.6;21.7;1.7;0.4;
DAL;Roy Tarpley;30;60;17.9;7.2;1.7;2.8;
PHO;Kevin Johnson;28;76;4.9;40.1;1.7;1;
CHH;Robert Parish;41;72;15.3;5;1.1;1.9;
HOU;Pete Chilcutt;26;84;13.5;7.1;0.9;2.2;
BOS;Derek Strong;26;35;16.1;4.7;0.9;0.7;
GSW;David Wood;30;3;10;7;1;0.7;
HOU;Carl Herrera;28;98;12;4.9;1.5;2;
GSW;Tom Gugliotta;25;86;12.4;13.6;1.9;1.2;
HOU;Clyde Drexler;32;47;10.9;19.9;2.4;1.2;
CLE;Danny Ferry;28;16;6.9;14.4;1.2;1.4;
PHO;Wayman Tisdale;30;80;11.1;5.6;1.1;1.5;
SAS;Terry Cummings;33;4;16.8;7.3;1.4;1;
UTA;Adam Keefe;24;45;16.1;3.5;1.5;1.6;
CHI;Pete Myers;31;93;6.5;16.4;2.4;0.9;
ORL;Anthony Bowie;31;95;6.3;17.3;1.9;1.1;
DEN;Bison Dele;25;72;14.2;6.8;1.6;2.5;
UTA;Tom Chambers;35;34;10.7;8.9;1;2;
GSW;Victor Alexander;25;91;13;7.8;1.1;1.6;
LAL;Sam Bowie;33;37;13;13.2;0.9;4.5;
MIA;Kevin Gamble;29;38;5.8;15.9;2.2;0.6;
LAC;Eric Piatkowski;24;92;6.5;10.6;1.6;0.9;
SEA;Sarunas Marciulionis;30;32;3.4;14.1;3;0.2;
HOU;Otis Thorpe;32;8;15.6;7.8;0.9;0.8;
DET;Johnny Dawkins;31;43;5.7;26.2;2.3;0.1;
ATL;Craig Ehlo;33;8;7.3;16.5;2.1;0.4;
DEN;Robert Pack;25;34;5.9;40.5;2.8;0.4;
POR;Jerome Kersey;32;57;12.7;11.2;2.3;2.3;
CLE;Tony Campbell;32;98;8.5;11.1;1.6;0.6;
NYK;Anthony Bonner;26;98;13.7;10.5;2.2;1.5;
SAC;Bobby Hurley;23;36;3.7;30.6;1.4;0;
PHI;Jeff Grayer;29;66;7.9;11.3;1.3;0.3;
SAC;Randy Brown;26;4;5.8;18.9;4.7;1.3;
BOS;Pervis Ellison;27;45;16.4;4.7;1;3.4;
MIN;Chris Smith;24;32;4.2;22.8;1.6;1.5;
ORL;Anthony Avent;25;62;15.7;5;1.3;3.2;
SAC;Lionel Simmons;26;20;10.7;13.1;1.4;1.6;
WSB;Don MacLean;25;92;9;7.5;0.7;0.2;
GSW;Donyell Marshall;21;96;11;7.3;0.9;2.5;
BOS;Rick Fox;25;55;8.6;20.9;2.6;1.3;
MIN;Donyell Marshall;21;100;11.6;9.9;1.3;3.6;
GSW;Rony Seikaly;29;95;14.2;6.7;0.9;2.4;
PHI;Derrick Alston;22;45;12.4;5.1;2;2.5;
IND;Antonio Davis;26;28;16.4;3.7;1;2.2;
IND;Haywoode Workman;29;22;6.5;28.8;3.1;0.4;
LAL;Tony Smith;26;86;5.8;14.3;2.3;0.5;
NJN;Chris Childs;27;56;3.7;33.8;2.1;0.2;
UTA;John Crotty;25;38;6;27.6;2;0.5;
MIN;Tom Gugliotta;25;8;13.4;25;3.1;2.1;
GSW;Carlos Rogers;23;6;15.1;5.8;1.1;3.5;
CHI;Luc Longley;26;21;15.5;10.9;1.3;3.4;
WSB;Anthony Tucker;25;35;10;9.9;2.4;0.8;
NJN;Jayson Williams;26;77;23.7;6.1;1.4;2.3;
PHO;Joe Kleine;33;48;15.4;5.6;0.7;1.4;
DEN;Tom Hammonds;27;65;13.9;6;0.6;1.1;
CHI;Bill Wennington;31;26;11.7;6.5;1.2;1.3;
LAL;George Lynch;24;48;10.7;9.6;2.7;0.7;
BOS;Greg Minor;23;2;8.4;10.9;1.7;1.2;
DET;Lindsey Hunter;24;67;4.7;25.9;2.8;0.5;
NYK;Greg Anthony;27;96;4;27.4;2.8;0.6;
ATL;Jon Koncak;31;28;11.4;8.2;2;3.7;
SAS;Doc Rivers;33;96;6;23.2;3.3;1.5;
POR;Otis Thorpe;32;79;14.7;9.6;1.1;1.2;
SEA;Ervin Johnson;27;9;18.9;2.4;0.9;5.7;
UTA;Felton Spencer;27;98;18;2.7;0.7;2.9;
MIA;Ledell Eackles;28;53;6.2;12.6;1.1;0.2;
GSW;Chris Mullin;31;53;7.1;22.8;2.1;1.5;
CHI;Corie Blount;26;66;15.9;9.8;1.5;2.8;
MIA;Harold Miner;23;95;7.9;12.1;0.9;0.5;
UTA;Bryon Russell;24;46;10.2;5.7;2.9;1;
MIA;Keith Askins;27;28;13.6;6.5;2.1;1.5;
MIN;Pat Durham;27;76;6.8;10.9;2.2;2.8;
MIN;Greg Foster;26;23;14.9;4.7;0.8;1.8;
MIL;Ed Pinckney;31;43;15.2;3.6;2.1;1.5;
NJN;Sleepy Floyd;34;88;3.6;23.2;0.8;0.5;
POR;Aaron McKie;22;60;8.8;15.9;2.2;1.4;
DAL;Doug Smith;25;23;9.4;8.2;1.8;2.2;
PHO;Danny Schayes;35;21;14.5;15.6;1.2;3.3;
SAC;Duane Causwell;26;18;12.4;2.7;0.9;7.3;
WSB;Kevin Duckworth;30;78;13.7;3.7;1.3;2.1;
HOU;Chucky Brown;26;70;13.3;5.5;0.7;1.2;
PHI;B.J. Tyler;23;33;4.5;32.8;2.3;0.2;
MIN;Darrick Martin;23;83;4.9;28.2;2.2;0;
DAL;George McCloud;27;50;9.9;10.5;1.5;0.8;
MIN;Stacey King;28;42;12.8;5.7;1.6;1.9;
MIL;Alton Lister;36;84;18.3;2.3;1.1;5.5;
PHI;Greg Graham;24;39;4.7;13.7;2;0.6;
POR;Terry Porter;31;32;5.9;25.4;2;0.2;
CLE;Steve Colter;32;29;4.9;22.3;2.3;0.6;
NYK;Herb Williams;36;82;10.4;5.6;0.9;4.6;
NJN;Sean Higgins;26;77;5.7;6.6;0.7;0.8;
MIA;Brad Lohaus;30;93;8.2;8.9;1.4;2.6;
DET;Mark Macon;25;53;6.2;13.8;4.8;0.1;
CHH;Greg Sutton;27;17;4.8;20.8;2.5;0.2;
IND;Vern Fleming;32;4;7.8;25.7;2.1;0.1;
GSW;Ricky Pierce;35;88;5.3;9.2;1.6;0.2;
UTA;Jamie Watson;22;83;6.9;12.4;2.7;1.3;
GSW;Ryan Lorthridge;22;77;5.8;23.1;2;0.1;
CHI;Michael Jordan;31;54;10.3;24.2;2.3;1.5;
DET;Negele Knight;27;55;5.1;26.5;1.5;0.6;
PHI;Jeff Malone;33;92;4.9;8.3;1.2;0;
POR;Mark Bryant;29;57;13.8;6.4;1.5;1.8;
LAC;Harold Ellis;24;9;7.9;9.7;5.2;1.3;
DAL;Donald Hodge;25;44;10.4;9.5;0.8;1.5;
NJN;Rick Mahorn;36;49;14.1;6.7;0.9;1.3;
DET;Eric Leckner;28;24;16.3;3.5;1.2;1.8;
ATL;Greg Anderson;30;92;17.6;4.1;2;3.9;
DAL;Scott Brooks;29;69;4.6;22.8;2.1;0.3;
UTA;James Donaldson;37;23;10.9;3.1;0.5;3.7;
DAL;Tony Dumas;22;96;5.5;14.2;1.1;0.4;
IND;Duane Ferrell;29;37;8.8;8.3;2.3;0.8;
CHI;Jud Buechler;26;79;9.6;12.6;2.1;1.5;
UTA;Blue Edwards;29;39;6.7;7.5;2.1;0.8;
MIL;Jon Barry;25;89;4.9;21.2;2.6;0.5;
DET;Bill Curley;22;59;12.2;6.2;1.8;2.6;
MIL;Eric Mobley;24;84;15.7;5.7;0.7;3.4;
CHI;Dickey Simpkins;22;100;15.2;9.4;0.9;0.9;
CHH;Joe Wolf;30;59;13.1;9;0.8;0.7;
DAL;Terry Davis;27;54;14.5;2.4;0.5;0.4;
ORL;Jeff Turner;32;92;9.6;8.9;1.1;0.4;
LAL;Antonio Harvey;24;49;9.9;5.8;1.3;5;
SAS;Willie Anderson;28;64;5.6;13.8;2.4;1.2;
LAL;Lloyd Daniels;27;82;5.7;9.6;1.9;1.3;
WSB;Jim McIlvaine;22;41;11.3;2.5;1;7.9;
LAL;Anthony Miller;23;8;15.9;9.6;1.9;0.9;
CHH;David Wingate;31;99;6.9;16.2;1.9;0.8;
BOS;Blue Edwards;29;75;7.4;14.5;1.9;1.4;
NYK;Monty Williams;23;50;11.4;15.3;2.1;0.6;
MIN;Howard Eisley;22;96;5.2;24.6;1.9;0.8;
LAC;Randy Woods;24;47;5.2;39;4.2;0;
CLE;Greg Dreiling;32;56;15;7.5;0.7;3.6;
ORL;Tree Rollins;39;90;11.4;2.3;0.7;5.1;
SAC;Alaa Abdelnaby;26;62;13;5.3;1.6;1.9;
LAC;Gary Grant;29;64;4.4;32.8;3.1;0.5;
DEN;Cliff Levingston;34;21;15.8;8.7;1.5;3.1;
NJN;Kevin Edwards;29;27;4.3;9.8;2.1;0.7;
IND;LaSalle Thompson;33;62;11.9;6.2;2.1;1.7;
PHI;Tim Perry;29;98;11.6;3.9;1.2;2.5;
CHH;Michael Adams;32;65;3.9;34.6;2.7;0.2;
LAC;Eric Riley;24;90;15.2;4.1;2;5.9;
SEA;Bill Cartwright;37;28;12;3;0.7;0.5;
CHH;Darrin Hancock;23;55;7.4;11.6;2.4;0.7;
CHH;Kenny Gattison;30;59;10.9;6.3;0.9;2.6;
DAL;Morlon Wiley;28;23;5.2;24.4;2.6;0.2;
IND;John Williams;28;50;9.3;10.3;1.3;0.4;
GSW;Dwayne Morton;23;21;8.1;6.7;1.4;2.6;
POR;Steve Henson;26;62;3.9;31.1;1.2;0;
GSW;Tim Legler;28;97;6;11.3;1.6;0.2;
LAC;Matt Fish;25;83;13.4;7.2;2.2;1.4;
LAC;Elmore Spencer;25;73;10.4;10.8;1.9;4.6;
WSB;Larry Stewart;26;36;11.2;7.6;2.3;1.8;
HOU;Tim Breaux;24;100;5.7;6.6;1.6;0.8;
DET;Ivano Newbill;24;29;14.3;7.1;1.9;2.5;
PHO;Trevor Ruffin;24;24;4.1;25.8;2.2;0.5;
LAC;Michael Smith;29;69;10.3;11;1;0.5;
NJN;Dwayne Schintzius;26;54;13.9;7.7;0.5;3.7;
POR;Tracy Murray;23;71;6.7;7.3;1.1;0.2;
CHI;Greg Foster;26;78;10.7;8;0.3;2;
ATL;Ennis Whatley;32;92;6;27.6;3.5;0;
CHI;Larry Krystkowiak;30;25;12.1;12.8;1.6;0.5;
CLE;John Battle;32;61;2.5;24.6;1.6;0.3;
PHI;Corey Gaines;29;100;3.7;17.9;1.5;0.3;
POR;James Edwards;39;25;9.1;4.3;1;2.2;
WSB;Kenny Walker;30;70;10.2;3.6;1;1.3;
SEA;Byron Houston;25;32;12.7;3.6;2.5;1.5;
PHI;Jaren Jackson;27;87;9.5;11.4;1.8;1.4;
ORL;Brooks Thompson;24;84;5.3;25.5;2.1;0.6;
UTA;Walter Bond;25;87;7.1;10.6;1.1;1.4;
MIN;Charles Shackleford;28;63;17.2;6.2;1.8;1.9;
DEN;Reggie Slater;24;13;14.5;8.4;1.6;0.9;
WSB;Tom Gugliotta;25;12;13.5;12.2;4.7;3.4;
CLE;Fred Roberts;34;83;9.5;6.3;1.5;1.1;
MIN;Mike Brown;31;15;13;7.1;1.7;0;
ATL;Doug Edwards;24;64;13.2;9.5;1.3;1.4;
BOS;Acie Earl;24;35;12.5;1.4;1.5;2.6;
HOU;Tracy Murray;23;6;6.2;3.8;1.8;1;
LAL;Kurt Rambis;36;35;9.6;11.2;0.8;3.2;
ATL;Jim Les;31;98;8.1;33.8;1.1;0;
HOU;Scott Brooks;29;73;4;19.3;2.2;0.4;
HOU;Zan Tabak;24;70;18;3.3;0.6;2.7;
SAS;Chris Whitney;23;46;4.1;21.2;1.1;0;
PHO;Richard Dumas;25;23;10;6.7;3;0.9;
MIN;Andres Guibert;26;99;16.5;9.8;2.5;0.4;
MIA;Kevin Pritchard;27;82;4.1;20.5;0.7;0.5;
PHI;Jerome Harmon;25;88;8.5;12.4;3;0;
DEN;Greg Grant;28;78;3.6;40.2;2.1;1;
UTA;Jay Humphries;32;61;4.2;7.6;2.4;0;
SAS;Moses Malone;39;58;17.5;5.5;0.7;1.4;
SAC;Henry Turner;28;8;11;7.7;2.8;0.5;
SAC;Trevor Wilson;26;30;10.3;12.8;1.4;1;
MIN;Askia Jones;23;58;4.9;19.3;2.3;0;
CHI;Jo Jo English;24;45;1.4;8;2.9;0.6;
SAS;Jack Haley;31;15;13.1;2.9;1.3;3;
SEA;Steve Scheffler;27;37;13.4;5.5;1;1.5;
PHI;Alphonso Ford;23;74;11.9;14.1;0.5;0;
ATL;Kevin Willis;32;93;23.6;5.9;0.6;2.5;
SAS;Julius Nwosu;23;68;16.2;5;0;2.5;
LAL;Randolph Keys;28;54;11.3;3.4;0.6;1.7;
SEA;Dontonio Wingfield;20;86;22;6;3.1;2.9;
GSW;Manute Bol;32;61;8.2;0;0;7.6;
NYK;Doug Christie;24;92;9.7;14.6;1.3;1;
MIL;Danny Young;32;26;3.9;24.2;2.7;0;
SAC;Doug Lee;30;88;3.9;10.4;4.2;3;
ATL;Sergei Bazarevich;29;14;5.5;31.4;0.7;1;
MIL;Aaron Williams;23;81;15.9;0;1.4;6.2;
PHI;Lloyd Daniels;27;13;6.5;10.6;1.7;0;
MIA;Grant Long;28;62;10.4;9;1.7;0;
MIA;Steve Smith;25;71;5.7;18.3;1.7;1.2;
IND;Greg Kite;33;52;17.8;2.3;0;0;
BOS;James Blackwell;26;35;7.6;14;2.5;0;
DEN;LaPhonso Ellis;24;98;17.6;11.1;0.9;6.3;
CHH;Tom Tolbert;29;34;17.6;5.3;0;0;
SAS;Howard Eisley;22;80;6.1;42.2;0;1.2;
PHO;Antonio Lang;22;93;4.3;2.4;0;2.8;
BOS;Jay Humphries;32;4;3.3;26.5;2;0;
PHO;Aaron Swinson;24;4;9;9;1;0;
DET;Walter Bond;25;67;5.7;19.2;1;0;
NYK;Doc Rivers;33;35;11.2;25.4;4.5;0;
CHH;Tony Bennett;25;12;2.6;13.6;0;0;
GSW;Rod Higgins;35;99;8.4;8.8;1.1;1.5;
NYK;Charlie Ward;24;81;8;13.7;2.4;0;
POR;Negele Knight;27;62;3.9;39.1;1.2;0;
WSB;Brian Oliver;26;31;5.5;13.5;0;0;
DEN;Mark Randall;27;98;18.4;3.7;0;0;
HOU;Charles Jones;37;94;11.2;0;0;1.9;
PHI;Kevin Pritchard;27;99;1.6;41;0;0;
HOU;Adrian Caldwell;28;43;19.1;0;1.7;0;
PHI;Alaa Abdelnaby;26;72;15.5;0;0;0;
SAS;Corey Crowder;25;69;5.9;4.6;1.7;0;
CLE;Gerald Madkins;25;60;0;5.8;4;0;
MIN;Micheal Williams;28;98;2.2;16;3.8;0;
ATL;Fred Vinson;24;10;0;5.2;0;0;
DET;Mike Peplowski;24;84;8.4;8.9;2.5;0;
CHH;James Blackwell;26;60;9.3;39.6;2.8;0;
CLE;Elmer Bennett;24;32;3.5;46.5;12.6;0;
BOS;Tony Harris;27;26;0;0;0;0;
ATL;Morlon Wiley;28;30;13.7;61.3;3.1;4.4;
NYK;Greg Kite;33;12;14.7;0;0;0;
LAC;Bob Martin;25;62;8.4;10.2;0;5.2;
DEN;Eldridge Recasner;27;77;9.2;11;12.1;0;
BOS;Tony Dawson;27;99;13.3;13.5;0;0;
IND;Mark Strickland;24;63;26.9;0;0;8.6;
ORL;Darrell Armstrong;26;74;7.2;76.1;6.3;0;
NYK;Ron Grandison;30;3;36.7;39.7;0;0;
DEN;Darnell Mee;23;91;7.5;38.4;6.6;0;
MIL;Tate George;26;40;7.5;0;0;0;
ORL;Keith Tower;24;91;24.5;0;0;0;
ORL;Geert Hammink;25;28;16.3;19.7;0;0;
SEA;Rich King;25;62;0;0;0;0;
LAL;Lester Conner;35;76;0;0;10.1;0;
SAC;Derrick Phelps;22;63;0;26.3;0;0;
ATL;Tom Hovasse;28;24;0;0;13.4;0;
NJN;Yinka Dare;22;1;18.2;0;0;0;
NYK;Anthony Mason;29;29;13.1;16.7;1.1;0.8;
MIL;Vin Baker;24;62;14.9;11.4;1.1;2.1;
WSB;Juwan Howard;22;20;11.8;18.7;1;0.8;
CHH;Larry Johnson;26;17;12.7;18;0.9;1;
DET;Grant Hill;23;58;14.5;31.4;1.7;1.2;
MIL;Glenn Robinson;23;35;9.5;15.7;1.6;1;
PHO;Michael Finley;22;97;6.7;13.9;1.4;0.7;
SEA;Gary Payton;27;85;6.3;33.3;3.7;0.5;
CHH;Glen Rice;28;59;7.3;12.6;1.5;0.5;
UTA;Karl Malone;32;77;15.8;20.6;2.4;1.5;
PHI;Clarence Weatherspoon;25;38;14;9.3;1.9;2.6;
CHI;Michael Jordan;32;26;10.2;21.2;3.1;1;
SAS;Avery Johnson;30;52;3.7;39.1;2;0.5;
DET;Allan Houston;24;26;5.9;15.5;1.1;0.4;
GSW;Latrell Sprewell;25;42;7.1;17.7;2.1;1.1;
CLE;Chris Mills;26;49;9.6;11.2;1.4;1.5;
ORL;Dennis Scott;27;81;5.9;12.4;1.5;0.7;
DAL;Jason Kidd;22;39;9.6;41.5;2.9;0.6;
SAS;David Robinson;30;47;18.4;14.6;1.9;6.4;
ORL;Anfernee Hardaway;24;78;6.8;32.2;2.9;1;
ATL;Grant Long;29;22;15.5;9.7;1.9;0.9;
POR;Clifford Robinson;29;95;8.5;10.9;1.5;1.7;
LAC;Loy Vaught;27;1;16.4;6.3;1.5;1;
SAC;Mitch Richmond;30;49;5.3;15.9;2.2;0.5;
NJN;P.J. Brown;26;26;10.5;9.3;1.4;2.6;
UTA;John Stockton;33;42;4.8;49.1;2.6;0.4;
SAS;Sean Elliott;27;66;7.6;11.8;1.2;0.8;
ATL;Mookie Blaylock;28;59;6.8;27.6;3.9;0.5;
NYK;Derek Harper;34;8;4.1;20.1;2.4;0.1;
